# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
   10.050050050    1.501348327    1.501342751    1.347403771
   10.070070070    1.500376630    1.500371060    1.346818970
   10.090090090    1.499407423    1.499401859    1.346235085
   10.110110110    1.498440699    1.498435141    1.345652118
   10.130130130    1.497476450    1.497470898    1.345070070
   10.150150150    1.496514668    1.496509123    1.344488940
   10.170170170    1.495555346    1.495549807    1.343908730
   10.190190190    1.494598477    1.494592944    1.343329440
   10.210210210    1.493644052    1.493638526    1.342751070
   10.230230230    1.492692065    1.492686545    1.342173622
   10.250250250    1.491742507    1.491736993    1.341597095
   10.270270270    1.490795373    1.490789864    1.341021490
   10.290290290    1.489850653    1.489845151    1.340446808
   10.310310310    1.488908340    1.488902844    1.339873049
   10.330330330    1.487968428    1.487962938    1.339300213
   10.350350350    1.487030909    1.487025425    1.338728301
   10.370370370    1.486095775    1.486090298    1.338157313
   10.390390390    1.485163020    1.485157548    1.337587249
   10.410410410    1.484232635    1.484227170    1.337018110
   10.430430430    1.483304614    1.483299155    1.336449897
   10.450450450    1.482378949    1.482373496    1.335882609
   10.470470470    1.481455634    1.481450187    1.335316247
   10.490490490    1.480534661    1.480529220    1.334750811
   10.510510511    1.479616022    1.479610587    1.334186301
   10.530530531    1.478699711    1.478694282    1.333622718
   10.550550551    1.477785721    1.477780298    1.333060061
   10.570570571    1.476874044    1.476868627    1.332498331
   10.590590591    1.475964673    1.475959262    1.331937529
   10.610610611    1.475057602    1.475052197    1.331377654
   10.630630631    1.474152823    1.474147424    1.330818706
   10.650650651    1.473250329    1.473244936    1.330260685
   10.670670671    1.472350113    1.472344726    1.329703593
   10.690690691    1.471452169    1.471446787    1.329147428
   10.710710711    1.470556488    1.470551113    1.328592191
   10.730730731    1.469663065    1.469657696    1.328037882
   10.750750751    1.468771893    1.468766530    1.327484501
   10.770770771    1.467882964    1.467877607    1.326932047
   10.790790791    1.466996272    1.466990920    1.326380522
   10.810810811    1.466111810    1.466106464    1.325829925
   10.830830831    1.465229570    1.465224230    1.325280255
   10.850850851    1.464349547    1.464344213    1.324731514
   10.870870871    1.463471734    1.463466406    1.324183700
   10.890890891    1.462596123    1.462590801    1.323636814
   10.910910911    1.461722708    1.461717392    1.323090856
   10.930930931    1.460851482    1.460846172    1.322545826
   10.950950951    1.459982439    1.459977135    1.322001723
   10.970970971    1.459115572    1.459110273    1.321458547
   10.990990991    1.458250874    1.458245582    1.320916298
   11.011011011    1.457388339    1.457383052    1.320374977
   11.031031031    1.456527960    1.456522679    1.319834583
